Metric,Value
Clark-Evans_R,0.7449094348971441
Observed_Mean_NN_km,11.561179333753044
Expected_Mean_NN_km_CSR,15.520248223664119
Area_km2,84789.09293330055
Sample_Density_per_km2,0.001037869340921306
Intensity_points_per_km2,0.001037869340921306
